"ETHNICITY","TERRITORY","ACADEMIC_INTEREST_1","Enroll","TOTAL_CONTACTS","SELF_INIT_CNTCTS","SOLICITED_CNTCTS","CAMPUS_VISIT","IRSCHOOL","satscore","sex","mailq","premiere","init_span","int1rat","int2rat","hscrat","avg_income","distance","Instate"
"C",7,"Unknown","0",2,1,1,0,"432140",1210,"1",1,"0",11,0.017182745659566852,0.020380002122916886,0,49838,739.0748023413574,0
"C",7,"BUAD","0",1,0,1,0,"431870",1210,"1",1,"0",31,0.009195402298850575,0.056338028169014086,0,29897,770.8494928637314,0
"C",7,"ART","0",1,0,1,0,"430632",1210,"1",1,"0",31,0.0057361376673040155,0.034013605442176874,0,27176,926.9844246021937,0
"C",7,"Unknown","0",1,0,1,0,"431062",1210,"1",1,"0",20,0.017182745659566852,0.020380002122916886,0,53494.74710029566,318.0161398664745,0
"C",7,"MED","0",1,0,1,0,"430151",1210,"1",1,"0",31,0.01287001287001287,0,0,36157,920.75323664273,0
"C",7,"Unknown","0",1,0,0,0,"430701",1210,"0",4,"0",22,0.017182745659566852,0.020380002122916886,0,21347,928.6591658618704,0
"C",7,"ID","0",1,0,1,0,"430012",1210,"1",1,"0",31,0.03048780487804878,0.007556675062972292,0,34841,818.6563018541792,0
"C",7,"NUR","0",1,0,1,0,"431290",1210,"1",1,"0",31,0.022587268993839837,0.021413276231263382,0,45294,816.5276726808461,0
"C",7,"MED","0",1,0,1,0,"432016",1210,"1",1,"0",31,0.01287001287001287,0.020380002122916886,0,29568,886.4591849723645,0
"C",7,"LAW","0",1,0,1,0,"430005",1210,"1",1,"0",31,0.012116316639741519,0.012133468149646108,0,29536,550.7166569729968,0
"C",7,"COM","0",1,0,1,0,"431553",1210,"0",1,"0",31,0.010309278350515464,0.02830188679245283,0,48196,510.8210594943109,0
"C",7,"Unknown","1",4,3,1,0,"430452",1210,"1",1,"1",9,0.017182745659566852,0.020380002122916886,0.1,53494.74710029566,500.53361285264117,0
"B",7,"DENT","0",3,2,0,0,"430410",1405,"1",3,"0",20,0.0056179775280898875,0.020380002122916886,0.03333333333333333,79259,499.224183065654,0
"C",7,"MTH","1",15,10,1,0,"430410",1600,"0",1,"1",22,0.004739336492890996,0.08695652173913043,0.03333333333333333,79259,499.224183065654,0
"C",8,"FSC","1",8,7,0,1,"431462",1240,"1",5,"0",20,0.10047846889952153,0.01763668430335097,0.07692307692307693,63973,497.0310566697486,0
"B",7,"Unknown","0",2,1,1,0,"447290",1166,"0",1,"0",18,0.017182745659566852,0.020380002122916886,0.0376516305204012,21712,485.38161442037546,0
"O",7,"BUS","0",1,0,1,0,"431383",1092,"0",1,"0",31,0.015772870662460567,0.020380002122916886,0,28368,478.7630743776161,0
"C",8,"Unknown","0",1,0,0,0,"431417",1018,"1",1,"0",35,0.017182745659566852,0.020380002122916886,0,38449,489.6732978182953,0
"C",7,"Unknown","0",2,1,1,0,"431512",944,"1",1,"0",23,0.017182745659566852,0.020380002122916886,0,38449,489.6732978182953,0
"C",8,"Unknown","0",1,1,0,0,"430451",870,"0",1,"0",14,0.017182745659566852,0.020380002122916886,0,47676,489.44711019446675,0
"C",8,"INTB","0",11,10,0,0,"430453",1110,"1",4,"1",20,0.02608695652173913,0.01763668430335097,0,47676,489.44711019446675,0
"C",7,"Unknown","1",4,4,0,0,"431447",1400,"0",1,"0",12,0.017182745659566852,0.020380002122916886,0.5,47676,489.44711019446675,0
"B",7,"PSY","1",6,4,1,1,"431510",1420,"1",4,"0",30,0.02918781725888325,0.020380002122916886,0.030303030303030304,47676,489.44711019446675,0
"B",7,"ACC","0",2,1,1,0,"431390",1427,"1",3,"0",31,0.01818181818181818,0.04477611940298507,0,27343,488.0984204042803,0
"B",7,"DENT","0",1,0,1,0,"431397",1433,"1",1,"0",31,0.0056179775280898875,0.0273972602739726,0,36028,491.96367743293047,0
"C",7,"ELL","1",7,6,0,0,"430070",1440,"1",1,"1",14,0.03571428571428571,0.06578947368421052,0.125,62403,496.0515377396173,0
"C",7,"HIS","0",1,0,1,0,"447290",1355,"1",1,"0",30,0.023809523809523808,0.05925925925925926,0.0376516305204012,84134,493.5390206267195,0
"C",8,"SCI","1",8,5,1,0,"252222",1270,"1",3,"1",30,0.003067484662576687,0.020380002122916886,0.3333333333333333,116200,495.78020770425275,0
"C",7,"Unknown","0",1,1,0,0,"447290",1227,"1",1,"0",11,0.017182745659566852,0.020380002122916886,0.0376516305204012,26549,560.1749725849882,0
"C",7,"NUR","0",1,0,1,0,"430111",1183,"1",1,"0",31,0.022587268993839837,0.021413276231263382,0,26549,560.1749725849882,0
"C",7,"Unknown","1",4,4,0,0,"430225",1140,"0",1,"1",17,0.017182745659566852,0.020380002122916886,0.25,29277,610.607684695333,0
"O",7,"CFS","0",1,0,1,0,"430195",1148,"1",1,"0",30,0.02727272727272727,0.012133468149646108,0,28750,602.1481020080345,0
"B",7,"LAW","0",1,0,1,0,"447290",1155,"1",1,"0",30,0.012116316639741519,0.012133468149646108,0.0376516305204012,31644,563.4041231220157,0
"C",7,"PSY","0",1,0,1,0,"431535",1163,"1",1,"0",31,0.02918781725888325,0.02830188679245283,0,32904,573.2436913255804,0
"A",2,"Unknown","1",9,9,0,1,"251409",1170,"1",1,"0",11,0.017182745659566852,0.020380002122916886,0.08333333333333333,23050,425.525644663372,0
"C",2,"Unknown","0",1,1,0,0,"447290",1155,"0",1,"0",15,0.017182745659566852,0.020380002122916886,0.0376516305204012,27826,487.39376990040364,0
"C",2,"Unknown","0",4,4,0,0,"253010",1140,"0",1,"0",29,0.017182745659566852,0.020380002122916886,0,38274,525.4733842204913,0
"C",2,"PE","0",1,0,1,0,"447290",1173,"0",1,"0",29,0,0.020380002122916886,0.0376516305204012,47853,429.2861658486385,0
"C",2,"Unknown","0",1,0,1,0,"447290",1207,"1",1,"0",30,0.017182745659566852,0.020380002122916886,0.0376516305204012,53494.74710029566,318.0161398664745,0
"C",2,"ID","1",11,9,1,1,"251402",1240,"1",1,"0",20,0.03048780487804878,0.021413276231263382,0.3076923076923077,73938,420.4457853327084,0
"C",2,"Unknown","1",5,4,1,0,"251740",1170,"1",1,"1",10,0.017182745659566852,0.020380002122916886,0.07692307692307693,73938,420.4457853327084,0
"A",8,"MED","1",4,3,0,0,"251424",1530,"0",5,"0",14,0.01287001287001287,0.06642066420664207,0.047619047619047616,42886,418.99190909028545,0
"C",2,"PSY","0",1,0,1,0,"252560",1458,"1",1,"0",30,0.02918781725888325,0.020380002122916886,0,53494.74710029566,318.0161398664745,0
"C",2,"Unknown","0",2,1,1,0,"251398",1385,"1",1,"0",18,0.017182745659566852,0.020380002122916886,0,53494.74710029566,318.0161398664745,0
"C",2,"ARC","0",2,1,1,0,"251398",1313,"1",1,"0",12,0.05,0.020380002122916886,0,56621,418.7030046083417,0
"C",2,"Unknown","1",9,8,1,1,"251402",1240,"1",4,"0",11,0.017182745659566852,0.020380002122916886,0.3076923076923077,56621,418.7030046083417,0
"C",2,"PMED","1",6,6,0,1,"251402",1430,"0",1,"0",13,0.05330882352941176,0.05263157894736842,0.3076923076923077,56621,418.7030046083417,0
"N",2,"Unknown","0",2,1,1,0,"251398",1270,"1",1,"0",14,0.017182745659566852,0.020380002122916886,0,53494.74710029566,318.0161398664745,0
"B",2,"BUS","1",10,9,1,0,"251915",1110,"1",1,"1",41,0.015772870662460567,0.012133468149646108,0.14285714285714285,24556,499.6990396797162,0
"C",8,"Unknown","1",5,4,1,0,"251181",1210,"1",1,"0",8,0.017182745659566852,0.020380002122916886,1,41166,462.03189678984575,0
"C",2,"ENG","1",8,7,1,1,"250645",1170,"0",1,"0",11,0.017699115044247787,0.03787878787878788,1,24779,437.80725266391516,0
"C",2,"Unknown","0",1,1,0,0,"251685",1140,"0",1,"0",17,0.017182745659566852,0.020380002122916886,0,53494.74710029566,318.0161398664745,0
"N",2,"Unknown","0",2,2,0,0,"252400",1207,"1",1,"0",14,0.017182745659566852,0.020380002122916886,0,28186,452.2093413527136,0
"C",2,"ELL","0",1,0,0,0,"251082",1273,"0",1,"0",6,0.03571428571428571,0.020380002122916886,0,25305,487.8536257311271,0
"C",8,"Unknown","0",5,5,0,0,"431421",1340,"0",1,"0",27,0.017182745659566852,0.020380002122916886,0,40530,486.295656940518,0
"A",2,"Unknown","1",3,3,0,0,"250223",1140,"1",1,"0",7,0.017182745659566852,0.020380002122916886,0.2,26187,499.81737564004214,0
"C",2,"PMED","1",15,12,3,0,"252830",1450,"1",1,"1",29,0.05330882352941176,0.03278688524590164,1,25183,506.79761831261106,0
"C",7,"Unknown","1",5,4,1,0,"182610",1040,"1",1,"1",8,0.017182745659566852,0.020380002122916886,1,38584,773.7483737320424,0
"C",8,"Unknown","0",2,2,0,0,"181523",1170,"1",1,"0",16,0.017182745659566852,0.020380002122916886,0,53494.74710029566,318.0161398664745,0
"C",7,"PLAW","1",11,7,0,1,"181509",1240,"1",5,"1",44,0.026143790849673203,0.020380002122916886,0.5,52259,808.2171477360944,0
"C",7,"Unknown","0",1,1,0,0,"182280",1040,"1",1,"0",10,0.017182745659566852,0.020380002122916886,0,53494.74710029566,318.0161398664745,0
"I",7,"MED","1",11,9,2,1,"181440",1460,"1",5,"0",35,0.01287001287001287,0.020588235294117647,0.14285714285714285,45769,853.1172863299354,0
"C",7,"ART","0",1,0,0,0,"180911",1363,"1",3,"0",35,0.0057361376673040155,0.007556675062972292,0,40210,840.9352052230838,0
"C",7,"BIO","0",1,0,0,0,"447290",1265,"0",3,"0",19,0.019969278033794162,0.020380002122916886,0.0376516305204012,37708,621.9205364028911,0
"N",7,"Unknown","0",2,1,1,0,"180673",1168,"1",1,"0",18,0.017182745659566852,0.020380002122916886,0,32946,675.7296207061694,0
"C",7,"Unknown","0",2,2,0,0,"180380",1070,"1",1,"0",29,0.017182745659566852,0.020380002122916886,0,53494.74710029566,318.0161398664745,0
"C",7,"BIO","0",2,1,1,0,"361631",1070,"1",4,"0",36,0.019969278033794162,0.020380002122916886,0,80540,990.7979129677354,0
"N",7,"Unknown","0",2,1,1,0,"363270",1070,"1",1,"0",18,0.017182745659566852,0.020380002122916886,0,51599,985.8411584729333,0
"C",7,"MKT","1",4,4,0,0,"363630",1070,"0",1,"1",10,0.039473684210526314,0.020380002122916886,0.5,92791,1003.3572915219946,0
"C",7,"Unknown","1",3,3,0,0,"365507",1120,"1",1,"0",10,0.017182745659566852,0.020380002122916886,0.16666666666666666,59214,993.6211273123766,0
"B",8,"FSC","1",10,10,0,1,"365040",1140,"1",4,"0",18,0.10047846889952153,0.02830188679245283,0.3333333333333333,26514,1036.1238950360143,0
"C",7,"Unknown","0",2,1,1,0,"364005",1115,"1",1,"0",18,0.017182745659566852,0.020380002122916886,0,46857,1135.5223993011741,0
"A",7,"Unknown","0",2,1,1,0,"361305",1090,"1",1,"0",19,0.017182745659566852,0.020380002122916886,0,53494.74710029566,318.0161398664745,0
"B",7,"Unknown","0",1,0,1,0,"360025",1065,"1",1,"0",17,0.017182745659566852,0.020380002122916886,0,40404,1103.1598574543348,0
"C",7,"HHPR","1",6,5,1,1,"362650",1040,"1",1,"0",11,0.05263157894736842,0.01763668430335097,0.25,97002,1108.6259901069195,0
"C",7,"FSC","0",6,6,0,0,"365275",1270,"1",1,"0",14,0.10047846889952153,0.020380002122916886,0,53494.74710029566,318.0161398664745,0
"N",7,"Unknown","0",2,2,0,1,"365630",1270,"1",5,"0",25,0.017182745659566852,0.020380002122916886,0,41311,1069.117783090222,0
"C",7,"Unknown","0",2,1,1,0,"365417",1270,"1",1,"0",19,0.017182745659566852,0.020380002122916886,0,47679,901.1902030866845,0
"C",7,"Unknown","0",2,1,1,0,"362493",1270,"1",1,"0",19,0.017182745659566852,0.020380002122916886,0,44328,897.7449464230173,0
"C",8,"Unknown","0",2,1,1,0,"361110",1270,"0",1,"0",19,0.017182745659566852,0.020380002122916886,0,53494.74710029566,318.0161398664745,0
"C",7,"Unknown","0",3,1,2,0,"365085",1270,"1",1,"0",17,0.017182745659566852,0.020380002122916886,0,51644,906.8065665180512,0
"N",7,"CSI","0",1,0,1,0,"447290",1270,"1",1,"0",30,0.002012072434607646,0.020380002122916886,0.0376516305204012,49781,929.1960321155198,0
"C",7,"Unknown","0",2,1,1,0,"447290",1270,"0",1,"0",18,0.017182745659566852,0.020380002122916886,0.0376516305204012,37116,969.7090320334172,0
"C",8,"Unknown","0",2,1,1,0,"362965",1270,"0",1,"0",18,0.017182745659566852,0.020380002122916886,0,48444,973.1630695629416,0
"C",7,"MED","0",1,1,0,0,"447290",1270,"1",4,"0",52,0.01287001287001287,0.020380002122916886,0.0376516305204012,77730,854.6370461985713,0
"C",7,"EGR","0",1,0,0,0,"447290",1270,"0",4,"0",19,0.0072992700729927005,0.3333333333333333,0.0376516305204012,77730,854.6370461985713,0
"N",8,"Unknown","0",2,1,1,0,"151653",1270,"1",1,"0",23,0.017182745659566852,0.020380002122916886,0,42420,845.5296379367988,0
"N",7,"MUS","0",2,1,1,0,"151752",1270,"1",1,"0",20,0.0058823529411764705,0.009876543209876543,0,37406,842.6978623913154,0
"C",8,"PSY","1",5,5,0,0,"151688",1270,"0",1,"1",13,0.02918781725888325,0.05925925925925926,0.25,50315,855.32689583837,0
"C",7,"Unknown","0",2,1,1,0,"153780",1218,"0",1,"0",18,0.017182745659566852,0.020380002122916886,0,47116,871.2492815314333,0
"C",7,"Unknown","0",2,1,1,0,"153565",1166,"1",1,"0",19,0.017182745659566852,0.020380002122916886,0,50478,893.8734807069424,0
"C",7,"MED","0",1,1,0,0,"153565",1114,"0",1,"0",26,0.01287001287001287,0.007518796992481203,0,50478,893.8734807069424,0
"C",7,"Unknown","0",1,0,1,0,"152347",1062,"1",1,"0",10,0.017182745659566852,0.020380002122916886,0,53494.74710029566,318.0161398664745,0
"C",7,"Unknown","1",4,3,0,1,"153290",1010,"1",1,"0",12,0.017182745659566852,0.020380002122916886,1,41006,922.4186000661623,0
"C",8,"Unknown","1",4,2,1,0,"151095",1400,"1",1,"0",19,0.017182745659566852,0.020380002122916886,0.6666666666666666,46584,952.0661234540206,0
"C",8,"Unknown","1",4,4,0,0,"151095",1420,"1",1,"1",9,0.017182745659566852,0.020380002122916886,0.6666666666666666,112300,937.5104817713174,0
"C",7,"Unknown","0",1,0,1,0,"152190",1255,"1",1,"0",14,0.017182745659566852,0.020380002122916886,0,29330,770.5335907309803,0
"C",7,"MED","1",10,10,0,1,"151465",1090,"1",4,"0",24,0.01287001287001287,0.017543859649122806,1,40161,831.0864423641883,0
"C",8,"Unknown","0",2,1,1,0,"150980",1110,"1",1,"0",11,0.017182745659566852,0.020380002122916886,0,60291,715.7141447122647,0
"C",7,"MKT","0",3,3,0,1,"151936",1130,"1",4,"0",13,0.039473684210526314,0.009876543209876543,0,45461,843.3500722419476,0
"C",7,"Unknown","0",2,1,1,0,"153865",1150,"0",1,"0",11,0.017182745659566852,0.020380002122916886,0,38873,857.4889958680074,0
"C",7,"Unknown","0",1,0,1,0,"233699",1170,"1",1,"0",17,0.017182745659566852,0.020380002122916886,0,38890,1091.2022589258772,0
"C",7,"PSY","0",3,2,1,0,"230265",1190,"1",3,"0",18,0.02918781725888325,0.005865102639296188,0,50135,1061.8510702407655,0
"A",7,"Unknown","1",4,3,1,0,"230088",1210,"1",1,"0",9,0.017182745659566852,0.020380002122916886,0.25,73051,1052.6843763935083,0
"O",7,"Unknown","0",1,1,0,0,"232612",970,"0",1,"0",19,0.017182745659566852,0.020380002122916886,0,53494.74710029566,318.0161398664745,0
"C",7,"Unknown","1",2,2,0,0,"233044",1080,"0",1,"0",9,0.017182745659566852,0.020380002122916886,0.6666666666666666,67360,1069.9875777712873,0
"C",7,"Unknown","1",4,4,0,0,"233044",1140,"0",1,"0",11,0.017182745659566852,0.020380002122916886,0.6666666666666666,71694,1068.5671179981862,0
"C",7,"MUS","0",1,0,1,0,"447290",1055,"0",1,"0",8,0.0058823529411764705,0.020380002122916886,0.0376516305204012,53494.74710029566,318.0161398664745,0
"B",7,"Unknown","0",1,1,0,0,"230975",970,"0",1,"0",17,0.017182745659566852,0.020380002122916886,0,42263,1085.7457884476742,0
"N",7,"Unknown","0",2,2,0,0,"230350",1065,"1",1,"0",13,0.017182745659566852,0.020380002122916886,0,105091,1083.6053552383528,0
"C",8,"Unknown","1",2,2,0,0,"231408",1160,"0",1,"0",11,0.017182745659566852,0.020380002122916886,1,64277,1088.2038211241065,0
"N",7,"Unknown","0",2,1,1,0,"233689",1285,"1",1,"0",18,0.017182745659566852,0.020380002122916886,0,49432,1076.8887449691067,0
"C",7,"PMED","1",10,9,1,0,"231375",1410,"1",1,"1",18,0.05330882352941176,0.020380002122916886,1,37347,1115.9357056548074,0
"N",7,"Unknown","0",2,1,1,0,"231655",1360,"0",1,"0",18,0.017182745659566852,0.020380002122916886,0,41214,981.4283477509209,0
"C",8,"Unknown","0",1,1,0,0,"230013",1310,"1",1,"0",12,0.017182745659566852,0.020380002122916886,0,41924,1026.6257212832036,0
"C",7,"HIS","0",1,0,1,0,"447290",1260,"0",1,"0",12,0.023809523809523808,0.021413276231263382,0.0376516305204012,53494.74710029566,318.0161398664745,0
"C",7,"Unknown","0",1,1,0,0,"231770",1210,"1",1,"0",19,0.017182745659566852,0.020380002122916886,0,51433,1011.2229335706804,0
"C",7,"Unknown","1",2,2,0,0,"232825",940,"1",1,"0",14,0.017182745659566852,0.020380002122916886,1,53494.74710029566,318.0161398664745,0
"C",8,"Unknown","0",1,0,1,0,"231685",1105,"1",1,"0",17,0.017182745659566852,0.020380002122916886,0,52248,1019.0257634443358,0
"C",7,"Unknown","1",2,1,1,0,"231705",1270,"1",1,"0",17,0.017182745659566852,0.020380002122916886,0.5,52248,1019.0257634443358,0
"C",7,"Unknown","0",1,1,0,0,"447290",1355,"0",1,"0",6,0.017182745659566852,0.020380002122916886,0.0376516305204012,44677,1113.007307516755,0
"C",7,"MGT","1",2,2,0,1,"162775",1440,"0",1,"0",7,0.0273972602739726,0.056338028169014086,0.5,37088,769.5449569364015,0
"N",7,"Unknown","0",1,0,1,0,"447290",1417,"1",1,"0",17,0.017182745659566852,0.020380002122916886,0.0376516305204012,47177,727.9859145158163,0
"C",7,"Unknown","0",1,0,1,0,"447290",1393,"1",1,"0",18,0.017182745659566852,0.020380002122916886,0.0376516305204012,31659,682.4705441563998,0
"C",7,"FSC","1",9,7,0,0,"161525",1370,"1",1,"1",17,0.10047846889952153,0.020380002122916886,0.5,36500,819.1610217255322,0
"C",7,"FSC","1",10,8,1,1,"161005",1170,"1",1,"0",12,0.10047846889952153,0.020380002122916886,1,37851,683.7256298159368,0
"C",7,"BIO","1",7,5,2,1,"162763",1240,"1",1,"0",18,0.019969278033794162,0.01763668430335097,0.25,49795,795.2002676121698,0
"C",7,"JOU","1",8,6,1,0,"164700",1370,"1",5,"0",18,0.042105263157894736,0.035211267605633804,0.5,40546,761.1090257005982,0
"C",7,"Unknown","1",5,4,1,0,"160703",1580,"1",1,"0",18,0.017182745659566852,0.020380002122916886,0.25,47706,792.326871070312,0
"C",7,"Unknown","0",1,0,1,0,"160040",1488,"1",1,"0",18,0.017182745659566852,0.020380002122916886,0,33936,705.0206317873482,0
"C",7,"Unknown","0",2,1,1,0,"161553",1395,"1",1,"0",18,0.017182745659566852,0.020380002122916886,0,33451,722.2414653678146,0
"C",7,"Unknown","0",1,0,0,0,"447290",1303,"1",1,"0",22,0.017182745659566852,0.020380002122916886,0.0376516305204012,57986,951.0013509649233,0
"C",8,"Unknown","1",3,2,1,0,"500675",1210,"1",1,"0",9,0.017182745659566852,0.020380002122916886,1,48698,989.8250189993933,0
"C",7,"Unknown","1",4,4,0,0,"502269",1210,"1",1,"0",19,0.017182745659566852,0.020380002122916886,0.5,53494.74710029566,318.0161398664745,0
"C",8,"Unknown","0",1,0,1,0,"501395",1177,"0",1,"0",14,0.017182745659566852,0.020380002122916886,0,23523,952.3209052427744,0
"A",7,"Unknown","0",1,0,1,0,"447290",1143,"0",1,"0",29,0.017182745659566852,0.020380002122916886,0.0376516305204012,59934,907.9344273308499,0
"C",7,"Unknown","0",1,1,0,0,"502225",1110,"1",1,"0",17,0.017182745659566852,0.020380002122916886,0,53494.74710029566,318.0161398664745,0
"C",7,"ACC","1",7,6,1,1,"502417",1300,"1",1,"0",13,0.01818181818181818,0.011235955056179775,0.5,44070,1020.6259454409718,0
"C",7,"Unknown","0",2,0,2,0,"500055",1347,"1",1,"0",17,0.017182745659566852,0.020380002122916886,0,39625,1052.7263985405762,0
"C",7,"PEDU","0",2,1,1,0,"447290",1393,"1",1,"0",17,0.05555555555555555,0,0.0376516305204012,40717,990.705192288484,0
"C",7,"MED","1",4,3,1,1,"502255",1440,"1",1,"0",15,0.01287001287001287,0.020380002122916886,0.3333333333333333,33149,1090.7899257708943,0
"C",7,"Unknown","1",4,4,0,0,"960000",1210,"1",1,"1",9,0.017182745659566852,0.020380002122916886,0.0625,50618,1001.1447176454842,0
"C",7,"MKT","1",6,6,0,1,"241865",1170,"1",4,"0",18,0.039473684210526314,0.020380002122916886,0.6666666666666666,50614,966.1940932849543,0
"C",7,"Unknown","1",5,5,0,1,"241865",1200,"0",1,"0",12,0.017182745659566852,0.020380002122916886,0.6666666666666666,45666,962.7532673191303,0
"C",7,"Unknown","1",4,3,1,0,"242121",1110,"1",1,"0",11,0.017182745659566852,0.020380002122916886,0.3333333333333333,82004,950.7956021592925,0
"C",7,"PMED","1",4,4,0,1,"242121",1400,"1",1,"0",18,0.05330882352941176,0.020588235294117647,0.3333333333333333,82004,950.7956021592925,0
"C",7,"NUR","1",4,4,0,1,"970000",1300,"1",5,"0",5,0.022587268993839837,0.16666666666666666,0.12222222222222222,73932,979.469752429102,0
"C",7,"BUS","0",2,1,1,0,"447290",1283,"1",1,"0",13,0.015772870662460567,0.011235955056179775,0.0376516305204012,84385,950.1356828259487,0
"C",7,"Unknown","0",1,0,1,0,"241680",1265,"1",1,"0",10,0.017182745659566852,0.020380002122916886,0,53494.74710029566,318.0161398664745,0
"N",7,"Unknown","0",3,3,0,0,"447290",1248,"1",1,"0",22,0.017182745659566852,0.020380002122916886,0.0376516305204012,27344,1182.038244695008,0
"C",8,"PSY","0",3,2,1,0,"421175",1230,"0",4,"0",18,0.02918781725888325,0.011976047904191617,0,31005,823.1535949264842,0
"C",4,"PMED","1",8,6,2,1,"970000",1300,"0",3,"0",18,0.05330882352941176,0.06642066420664207,0.12222222222222222,51364,829.508368390666,0
"C",4,"Unknown","1",3,3,0,0,"421178",1170,"0",1,"0",18,0.017182745659566852,0.020380002122916886,0.2,42821,836.4637632610641,0
"C",4,"PMED","1",6,6,0,0,"420890",1210,"1",5,"0",15,0.05330882352941176,0.06642066420664207,1,33209,850.6446514171398,0
"C",4,"Unknown","1",5,4,1,0,"420240",1240,"1",1,"0",17,0.017182745659566852,0.020380002122916886,0.5,33942,862.3002059567216,0
"C",4,"Unknown","1",8,7,1,0,"420000",1270,"1",1,"0",14,0.017182745659566852,0.020380002122916886,1,34743,974.7057014346116,0
"C",4,"NUR","1",6,6,0,1,"421015",1270,"1",1,"0",21,0.022587268993839837,0.019230769230769232,0.25,43531,915.4624106196102,0
"C",4,"Unknown","1",4,4,0,1,"421245",1340,"1",1,"0",21,0.017182745659566852,0.020380002122916886,0.3333333333333333,47403,937.0850250375211,0
"C",4,"ARCH","0",2,1,1,0,"351800",1327,"1",1,"0",13,0.008955223880597015,0.011235955056179775,0,36016,1028.938662545664,0
"N",4,"Unknown","0",2,1,1,0,"447290",1313,"1",1,"0",18,0.017182745659566852,0.020380002122916886,0.0376516305204012,28491,1432.911281860058,0
"C",7,"MED","1",11,10,1,1,"143347",1300,"1",4,"1",19,0.01287001287001287,0.1111111111111111,0.2857142857142857,57694,892.8277601752892,0
"C",7,"ART","1",10,8,0,1,"140205",1270,"1",1,"1",17,0.0057361376673040155,0.021413276231263382,0.07407407407407407,110470,893.6068622764778,0
"C",7,"BUAD","1",9,6,1,0,"140205",1210,"0",1,"1",23,0.009195402298850575,0.025,0.07407407407407407,110470,893.6068622764778,0
"C",7,"EDU","1",3,3,0,0,"141570",1140,"1",1,"0",12,0.010033444816053512,0.020380002122916886,0.09090909090909091,101814,903.0810127617814,0
"C",7,"TAD","0",3,1,1,0,"142135",1130,"0",3,"0",19,0.043478260869565216,0.01763668430335097,0,71331,907.2185071703171,0
"C",7,"BUS","0",2,1,0,0,"143096",1120,"0",1,"0",17,0.015772870662460567,0.034013605442176874,0.1111111111111111,71331,907.2185071703171,0
"C",7,"Unknown","1",9,7,1,0,"144430",1110,"1",1,"1",19,0.017182745659566852,0.020380002122916886,0.1111111111111111,200001,903.4098271740025,0
"C",7,"SCI","0",4,2,1,0,"142525",1075,"1",4,"0",22,0.003067484662576687,0.020380002122916886,0,138525,907.0286229416155,0
"H",7,"Unknown","1",1,1,0,0,"143550",1040,"1",1,"0",14,0.017182745659566852,0.020380002122916886,0.1,53494.74710029566,318.0161398664745,0
"C",7,"Unknown","1",6,6,0,0,"142620",1300,"1",1,"1",11,0.017182745659566852,0.020380002122916886,0.125,94334,907.1045546860727,0
"C",7,"Unknown","1",3,2,1,0,"143096",1110,"1",1,"0",17,0.017182745659566852,0.020380002122916886,0.1111111111111111,94334,907.1045546860727,0
"C",7,"Unknown","1",8,4,3,0,"143347",1210,"1",1,"0",19,0.017182745659566852,0.020380002122916886,0.2857142857142857,74764,893.991241994235,0
"C",7,"EGR","0",1,0,0,0,"143347",1225,"0",3,"0",13,0.0072992700729927005,0.020380002122916886,0.2857142857142857,74764,893.991241994235,0
"C",7,"FSC","1",7,6,0,1,"143347",1240,"1",5,"0",17,0.10047846889952153,0.012133468149646108,0.2857142857142857,74764,893.991241994235,0
"C",8,"Unknown","0",2,1,1,0,"144403",1206,"1",1,"0",18,0.017182745659566852,0.020380002122916886,0,53494.74710029566,318.0161398664745,0
"C",7,"Unknown","0",2,1,1,0,"143760",1172,"1",1,"0",19,0.017182745659566852,0.020380002122916886,0,53494.74710029566,318.0161398664745,0
"N",7,"PSY","0",1,0,1,0,"144310",1138,"1",1,"0",30,0.02918781725888325,0.011235955056179775,0,61625,899.6110651682354,0
"A",7,"Unknown","0",2,1,1,0,"144387",1104,"1",1,"0",19,0.017182745659566852,0.020380002122916886,0,53494.74710029566,318.0161398664745,0
"C",7,"EDU","1",3,3,0,0,"144430",1070,"1",1,"0",13,0.010033444816053512,0.005865102639296188,0.1111111111111111,127809,903.1834842320987,0
"H",8,"HSS","0",1,1,0,0,"140004",1115,"1",1,"0",10,0,0,0,54495,885.6374545641829,0
"C",7,"LAW","0",1,1,0,0,"970000",1160,"1",1,"0",12,0.012116316639741519,0.011976047904191617,0.12222222222222222,75542,889.1725360056131,0
"C",7,"Unknown","0",2,1,1,0,"140213",1205,"1",1,"0",19,0.017182745659566852,0.020380002122916886,0,53494.74710029566,318.0161398664745,0
"C",7,"Unknown","0",2,1,0,0,"141770",1250,"0",1,"0",34,0.017182745659566852,0.020380002122916886,0,52067,883.3815376424918,0
"H",7,"Unknown","0",3,1,0,0,"141772",1295,"1",1,"0",34,0.017182745659566852,0.020380002122916886,0,57928,881.2388668893359,0
"C",7,"Unknown","1",2,1,1,0,"141805",1340,"0",1,"0",7,0.017182745659566852,0.020380002122916886,0.1,69268,885.348089477898,0
"C",7,"HFS","0",1,1,0,0,"447290",1240,"0",1,"0",8,0.1111111111111111,0,0.0376516305204012,74335,880.2957494932178,0
"C",7,"Unknown","0",1,0,1,0,"142075",1140,"1",1,"0",18,0.017182745659566852,0.020380002122916886,0,53494.74710029566,318.0161398664745,0
"C",7,"Unknown","1",3,3,0,1,"142073",1040,"1",1,"0",15,0.017182745659566852,0.020380002122916886,0.25,75242,878.189356304563,0
