,ETHNICITY,TERRITORY,ACADEMIC_INTEREST_1,ACADEMIC_INTEREST_2,Enroll,TOTAL_CONTACTS,SELF_INIT_CNTCTS,SOLICITED_CNTCTS,CAMPUS_VISIT,CONTACT_CODE1,IRSCHOOL,satscore,sex,mailq,telecq,premiere,interest,stuemail,init_span,int1rat,int2rat,hscrat,avg_income,distance,Instate
1052,C,8,PDEN,Unknown,1,9,7,1,0,A04,373620,1250.0,0.0,1,3.0,0,1,1,20,0.0909090909090909,0.0203800021229168,0.1034482758620689,53494.74710029566,318.0161398664757,N
1053,C,5,LAW,Unknown,0,1,0,0,0,CIP,373627,1227.5,1.0,5,,0,0,0,22,0.0121163166397415,0.0203800021229168,0.0,30283.0,334.53245773908907,N
1054,C,5,Unknown,Unknown,0,1,0,0,0,CRS,447290,1205.0,1.0,1,,0,0,0,34,0.0171827456595668,0.0203800021229168,0.0376516305204012,50379.0,322.0715643346346,N
1055,N,5,Unknown,Unknown,0,2,1,1,0,P05,371905,1182.5,1.0,1,,0,0,0,19,0.0171827456595668,0.0203800021229168,0.0465116279069767,50379.0,322.0715643346346,N
1056,A,8,Unknown,Unknown,1,6,5,1,0,LMI,373626,1160.0,0.0,1,2.0,0,0,1,20,0.0171827456595668,0.0203800021229168,0.16,50379.0,322.0715643346346,N
1057,C,5,Unknown,Unknown,0,2,0,1,0,P03,373647,1135.0,1.0,3,,0,0,1,30,0.0171827456595668,0.0203800021229168,0.0,50379.0,322.0715643346346,N
1058,C,8,MED,EGR,1,6,6,0,1,ACT,373620,1110.0,0.0,5,,0,0,1,14,0.0128700128700128,0.0205882352941176,0.1034482758620689,37103.0,325.5049526886218,N
1059,I,8,PVET,Unknown,0,1,0,0,0,CIP,373626,1182.5,1.0,4,,0,0,1,12,0.0142857142857142,0.0203800021229168,0.16,37103.0,325.5049526886218,N
1060,C,5,Unknown,Unknown,0,1,0,0,0,CIP,373638,1255.0,0.0,3,,0,0,0,22,0.0171827456595668,0.0203800021229168,0.0,37103.0,325.5049526886218,N
1061,C,5,Unknown,Unknown,0,2,0,2,0,P05,373628,1327.5,0.0,1,,0,0,0,18,0.0171827456595668,0.0203800021229168,0.0,53494.74710029566,318.0161398664757,N
1062,A,5,PMED,Unknown,1,9,4,2,0,P03,370475,1400.0,1.0,5,4.0,0,0,1,29,0.0533088235294117,0.0203800021229168,0.0363636363636363,34812.0,322.4861985456863,N
1063,N,5,Unknown,Unknown,1,11,8,2,0,ACT,371905,1480.0,0.0,1,3.0,0,0,1,22,0.0171827456595668,0.0203800021229168,0.0465116279069767,79049.0,320.28670364569103,N
1064,C,5,BINF,Unknown,1,9,7,0,0,LEG,371905,1270.0,1.0,5,3.0,1,1,1,42,0.3333333333333333,0.0203800021229168,0.0465116279069767,79049.0,320.28670364569103,N
1065,C,5,COM,Unknown,1,13,10,2,1,A04,371905,1240.0,1.0,4,3.0,0,0,1,28,0.0103092783505154,0.0203800021229168,0.0465116279069767,79049.0,320.28670364569103,N
1066,C,8,Unknown,Unknown,0,1,0,0,0,BHC,373626,1205.0,0.0,3,3.0,0,0,1,9,0.0171827456595668,0.0203800021229168,0.16,79049.0,320.28670364569103,N
1067,C,8,PMED,BIO,1,4,4,0,1,CAV,373626,1170.0,1.0,5,,0,1,1,10,0.0533088235294117,0.066420664206642,0.16,79049.0,320.28670364569103,N
1068,C,8,BIO,PMED,1,5,4,0,1,CIP,373626,1370.0,1.0,5,,0,0,1,12,0.0199692780337941,0.0378787878787878,0.16,79049.0,320.28670364569103,N
1069,C,8,Unknown,Unknown,0,1,1,0,0,ACT,373642,970.0,1.0,1,,0,0,0,27,0.0171827456595668,0.0203800021229168,0.0,79049.0,320.28670364569103,N
1070,C,5,Unknown,Unknown,0,1,0,1,0,PPT,371905,990.0,1.0,1,,0,0,0,14,0.0171827456595668,0.0203800021229168,0.0465116279069767,53494.74710029566,318.0161398664757,N
1071,I,5,Unknown,Unknown,1,3,3,0,0,ACT,371905,1010.0,0.0,1,,1,1,1,10,0.0171827456595668,0.0203800021229168,0.0465116279069767,53494.74710029566,318.0161398664757,N
1072,N,8,BUS,JOU,0,2,1,1,0,P05,373595,925.0,1.0,1,,0,0,0,16,0.0157728706624605,0.0283018867924528,0.0526315789473684,53494.74710029566,318.0161398664757,N
1073,O,5,MED,NUR,0,2,1,0,0,CIP,370475,840.0,1.0,4,,0,0,1,12,0.0128700128700128,0.0058651026392961,0.0363636363636363,30570.0,326.4947024777869,N
1074,C,5,Unknown,Unknown,0,1,1,0,0,ACT,370475,870.0,1.0,1,,0,0,0,17,0.0171827456595668,0.0203800021229168,0.0363636363636363,53494.74710029566,318.0161398664757,N
1075,N,5,PMED,Unknown,0,2,1,1,0,P05,370770,1070.0,1.0,1,,0,0,0,18,0.0533088235294117,0.0203800021229168,0.0,27324.0,340.744474006266,N
1076,C,5,Unknown,Unknown,0,5,4,1,0,ACT,372955,1270.0,1.0,1,2.0,0,0,1,29,0.0171827456595668,0.0203800021229168,0.0,32438.0,347.8817872724848,N
1077,C,5,Unknown,Unknown,0,2,1,1,0,C04,447290,1237.5,0.0,1,,0,0,0,20,0.0171827456595668,0.0203800021229168,0.0376516305204012,53494.74710029566,318.0161398664757,N
1078,C,5,LAW,PVET,0,2,1,1,0,C04,372485,1205.0,1.0,1,,0,0,0,19,0.0121163166397415,0.025,0.0,53494.74710029566,318.0161398664757,N
1079,C,5,PSY,MUS,0,2,1,1,0,CLD,370690,1172.5,1.0,1,,0,0,0,19,0.0291878172588832,0.0075566750629722,0.0,53494.74710029566,318.0161398664757,N
1080,C,8,BIO,MKT,1,4,2,0,0,CIP,373615,1140.0,1.0,5,,1,0,1,12,0.0199692780337941,0.056338028169014,0.1,40195.0,319.1956335489476,N
1081,C,5,ART,MUS,0,1,0,1,0,N04,372432,1155.0,0.0,1,,0,0,0,31,0.005736137667304,0.0075566750629722,0.0,26020.0,292.75484006796466,N
1082,C,5,LAW,Unknown,0,2,1,1,0,CLD,372710,1170.0,1.0,1,1.0,0,0,0,33,0.0121163166397415,0.0203800021229168,0.0,26020.0,292.75484006796466,N
1083,C,5,Unknown,Unknown,0,1,0,1,0,CTI,447290,1105.0,0.0,1,,0,0,0,8,0.0171827456595668,0.0203800021229168,0.0376516305204012,34758.0,298.57258743650146,N
1084,C,5,Unknown,Unknown,1,2,2,0,0,LMA,373365,1040.0,1.0,1,,0,0,1,9,0.0171827456595668,0.0203800021229168,0.1666666666666666,23724.0,284.2522958224589,N
1085,C,5,CHE,PMED,0,3,2,1,0,N03,373455,1014.0,1.0,4,,0,0,1,20,0.0,0.0378787878787878,0.0,53494.74710029566,318.0161398664757,N
1086,C,5,MED,Unknown,0,1,0,1,0,A04,373755,988.0,1.0,1,,0,0,0,30,0.0128700128700128,0.0203800021229168,0.0,33466.0,324.79040438268754,N
1087,N,5,LAW,Unknown,0,1,0,1,0,P03,447290,962.0,1.0,1,,0,0,1,30,0.0121163166397415,0.0203800021229168,0.0376516305204012,28229.0,177.33669611325007,N
1088,C,5,Unknown,Unknown,0,1,0,1,0,PPT,447290,936.0,1.0,1,,0,0,0,14,0.0171827456595668,0.0203800021229168,0.0376516305204012,53494.74710029566,318.0161398664757,N
1089,C,5,JOU,CST,1,7,5,0,0,ACT,371127,910.0,1.0,5,,0,1,1,28,0.0421052631578947,0.0444444444444444,0.0227272727272727,53494.74710029566,318.0161398664757,N
1090,O,5,PT,SWO,0,1,0,1,0,N04,370300,967.5,1.0,1,,0,0,1,31,0.0195121951219512,0.0,0.0,25096.0,182.8952575012987,N
1091,C,5,BIO,MEC,0,1,0,1,0,N11,371870,1025.0,0.0,1,,0,0,0,30,0.0199692780337941,0.0,0.0,22858.0,211.8051826708756,N
1092,C,5,Unknown,Unknown,0,2,1,1,0,N03,447290,1082.5,1.0,1,,0,0,0,20,0.0171827456595668,0.0203800021229168,0.0376516305204012,53494.74710029566,318.0161398664757,N
1093,C,5,ART,BIO,0,3,1,1,0,CIP,373278,1140.0,1.0,4,,0,0,1,11,0.005736137667304,0.066420664206642,0.0,28762.0,264.1032022628356,N
1094,C,5,PT,MED,0,3,1,2,0,N11,370990,1240.0,1.0,1,,0,0,0,31,0.0195121951219512,0.0121334681496461,0.0,53494.74710029566,318.0161398664757,N
1095,C,5,Unknown,Unknown,0,2,2,0,0,ACT,370003,1300.0,0.0,1,1.0,0,0,0,10,0.0171827456595668,0.0203800021229168,0.0555555555555555,26987.0,227.1538529220519,N
1096,C,5,PSY,EDU,0,2,1,0,0,CIP,370005,1300.0,1.0,3,1.0,0,0,1,11,0.0291878172588832,0.0214132762312633,0.0,26987.0,227.1538529220519,N
1097,C,5,PDEN,Unknown,1,13,12,1,0,ACT,370003,1300.0,0.0,5,,1,0,1,40,0.0909090909090909,0.0203800021229168,0.0555555555555555,53494.74710029566,318.0161398664757,N
1098,C,5,PMED,Unknown,0,2,1,1,0,C04,372340,1283.6363636363635,1.0,1,,0,0,0,19,0.0533088235294117,0.0203800021229168,0.0,53494.74710029566,318.0161398664757,N
1099,C,5,Unknown,Unknown,0,1,0,1,0,PPT,370990,1267.2727272727273,1.0,1,,0,0,0,14,0.0171827456595668,0.0203800021229168,0.0,53494.74710029566,318.0161398664757,N
1100,C,5,ATH,BIO,0,2,1,0,0,CIP,372030,1250.909090909091,1.0,3,1.0,0,0,1,11,0.032258064516129,0.066420664206642,0.0,26053.0,250.9280385568336,N
1101,C,5,PSY,Unknown,0,1,1,0,0,LTR,447290,1234.5454545454545,1.0,1,,0,0,0,18,0.0291878172588832,0.0203800021229168,0.0376516305204012,53494.74710029566,318.0161398664757,N
1102,C,5,BIO,NUR,0,1,0,1,0,N03,372630,1218.1818181818182,1.0,1,,0,0,0,19,0.0199692780337941,0.0058651026392961,0.0,53494.74710029566,318.0161398664757,N
1103,C,5,MED,SCI,0,2,0,1,0,N11,373490,1201.8181818181818,0.0,1,,0,0,0,31,0.0128700128700128,0.0065359477124183,0.0,31330.0,257.3323918306388,N
1104,O,5,REL,Unknown,0,1,0,1,0,N04,447290,1185.4545454545455,0.0,1,,0,0,1,31,0.0,0.0203800021229168,0.0376516305204012,31905.0,241.8968192321456,N
1105,I,5,CSI,Unknown,0,4,2,2,0,PCM,372470,1169.090909090909,0.0,1,,0,0,1,18,0.0020120724346076,0.0203800021229168,0.0,53494.74710029566,318.0161398664757,N
1106,O,5,Unknown,Unknown,0,1,0,1,0,PPT,373340,1152.7272727272727,1.0,1,,0,0,0,14,0.0171827456595668,0.0203800021229168,0.1111111111111111,53494.74710029566,318.0161398664757,N
1107,O,5,MTH,PHA,0,1,0,1,0,N11,373390,1136.3636363636365,1.0,1,,0,0,0,31,0.0047393364928909,0.0,0.0,23348.0,330.9877333515778,N
1108,B,7,Unknown,Unknown,1,3,3,0,0,SAT,442212,1120.0,0.0,1,,0,0,1,7,0.0171827456595668,0.0203800021229168,0.1470588235294117,48627.0,559.2641216426332,N
1109,O,6,ACC,MED,0,1,0,1,0,N08,061440,1163.3333333333333,1.0,1,,0,0,1,31,0.0181818181818181,0.0121334681496461,0.0,52117.0,731.5676221100106,N
1110,C,8,ATH,OM,0,2,1,0,0,LMI,060414,1206.6666666666667,1.0,3,1.0,0,0,1,11,0.032258064516129,0.0,0.0,69889.0,734.4152486533537,N
1111,C,6,Unknown,Unknown,1,3,2,0,0,RFS,060051,1250.0,0.0,1,,0,0,1,13,0.0171827456595668,0.0203800021229168,0.2,93049.0,736.2226912253342,N
1112,C,6,Unknown,Unknown,0,4,2,2,0,P06,060077,1400.0,0.0,1,,0,0,1,19,0.0171827456595668,0.0203800021229168,0.0,61886.0,712.8276230801074,N
1113,O,6,Unknown,Unknown,1,3,3,0,0,LMA,060076,1110.0,1.0,1,,1,0,1,10,0.0171827456595668,0.0203800021229168,0.1111111111111111,47525.0,715.0739190469541,N
1114,N,6,BUAD,Unknown,0,2,1,1,0,P04,060081,1205.0,0.0,1,,0,0,1,30,0.0091954022988505,0.0203800021229168,0.0,71999.0,710.8748658739969,N
1115,C,6,Unknown,Unknown,1,1,1,0,0,LMA,060452,1300.0,1.0,1,,0,0,1,5,0.0171827456595668,0.0203800021229168,0.0714285714285714,71999.0,710.8748658739969,N
1116,C,6,PT,JOU,1,11,8,1,1,ACT,060163,1170.0,1.0,5,,0,0,1,16,0.0195121951219512,0.0283018867924528,1.0,68150.0,737.0277689659105,N
1117,C,8,MKT,JOU,1,8,7,0,0,CIP,060867,1170.0,1.0,4,3.0,0,1,1,11,0.0394736842105263,0.0283018867924528,0.2,68150.0,737.0277689659105,N
1118,C,6,Unknown,Unknown,1,10,10,0,1,CAV,060130,1130.0,1.0,4,3.0,1,1,1,30,0.0171827456595668,0.0203800021229168,0.0625,73047.0,741.8972892460476,N
1119,C,6,HEA,Unknown,0,2,1,1,0,CWY,060530,1123.3333333333333,1.0,1,,0,0,1,13,0.0,0.0203800021229168,0.0,41065.0,719.5163325611351,N
1120,C,6,Unknown,Unknown,0,3,1,2,0,P06,060515,1116.6666666666667,1.0,1,,0,0,1,19,0.0171827456595668,0.0203800021229168,0.0476190476190476,53494.74710029566,318.0161398664757,N
1121,C,6,ID,Unknown,1,3,3,0,1,CAV,060515,1110.0,1.0,4,,0,0,1,14,0.0304878048780487,0.0203800021229168,0.0476190476190476,53494.74710029566,718.0080003333536,N
1122,C,6,JOU,PSY,0,1,0,0,0,CIP,060530,1245.0,0.0,3,,0,0,1,32,0.0421052631578947,0.0176366843033509,0.0,72225.0,714.9781561262789,N
1123,C,6,BUS,Unknown,1,8,6,1,1,ACT,060928,1380.0,1.0,1,2.0,0,1,1,16,0.0157728706624605,0.0203800021229168,0.1333333333333333,72225.0,714.9781561262789,N
1124,C,6,FSC,Unknown,1,4,3,0,1,CAV,060928,1140.0,1.0,5,3.0,0,0,1,10,0.1004784688995215,0.0203800021229168,0.1333333333333333,72225.0,714.9781561262789,N
1125,C,8,NUR,Unknown,1,6,4,1,1,REC,060395,1140.0,1.0,1,3.0,0,0,1,19,0.0225872689938398,0.0203800021229168,0.1578947368421052,63482.0,720.8173205322795,N
1126,C,8,NUR,MED,1,2,2,0,1,CAV,060395,1010.0,1.0,1,,0,0,1,18,0.0225872689938398,0.0121334681496461,0.1578947368421052,84539.0,710.7363727303903,N
1127,C,6,Unknown,Unknown,1,9,8,1,0,SAT,060746,1370.0,1.0,1,3.0,1,1,1,15,0.0171827456595668,0.0203800021229168,0.5,86327.0,713.3102194104928,N
1128,N,6,PSY,DES,0,1,0,1,0,P04,447290,1320.0,1.0,1,,0,0,1,30,0.0291878172588832,0.0,0.0376516305204012,82563.0,721.9662701105392,N
1129,C,6,Unknown,Unknown,0,2,1,1,0,P06,060927,1270.0,0.0,1,,0,0,0,19,0.0171827456595668,0.0203800021229168,0.0,53494.74710029566,318.0161398664757,N
1130,A,6,NUR,BUBR,1,3,3,0,0,LMI,061040,1220.0,1.0,1,,0,0,1,9,0.0225872689938398,0.0273972602739726,0.0952380952380952,87889.0,686.4467713147633,N
1131,C,6,BUS,JOU,0,4,4,0,0,LTR,061152,1070.0,1.0,1,,0,0,1,10,0.0157728706624605,0.0283018867924528,0.0,86356.0,704.824769885461,N
1132,C,6,Unknown,Unknown,0,1,0,1,0,HCD,061151,1090.0,1.0,1,,0,0,0,29,0.0171827456595668,0.0203800021229168,0.0909090909090909,53494.74710029566,318.0161398664757,N
1133,C,6,Unknown,Unknown,1,5,4,1,1,ACT,060671,1110.0,0.0,1,,0,2,1,16,0.0171827456595668,0.0203800021229168,0.1666666666666666,42604.0,728.6613172470452,N
1134,N,6,Unknown,Unknown,0,2,1,0,0,CIP,060457,1096.6666666666667,1.0,3,,0,0,1,21,0.0171827456595668,0.0203800021229168,0.0,41932.0,718.5047856131648,N
1135,N,6,BIO,EGR,0,1,0,1,0,P04,447290,1083.3333333333333,1.0,1,,0,0,1,30,0.0199692780337941,0.0205882352941176,0.0376516305204012,50816.0,724.218284993054,N
1136,C,8,PSY,REL,1,8,8,0,0,SAT,060395,1070.0,1.0,1,4.0,1,0,1,15,0.0291878172588832,0.0592592592592592,0.1578947368421052,51612.0,716.3213340758396,N
1137,C,8,Unknown,Unknown,1,6,5,0,1,EML,060435,1170.0,0.0,3,3.0,0,1,1,39,0.0171827456595668,0.0203800021229168,0.2,51612.0,716.3213340758396,N
1138,N,6,CHE,GENS,0,1,0,1,0,P04,447290,1140.0,0.0,1,,0,0,1,29,0.0,0.0,0.0376516305204012,68618.0,733.1959050158773,N
1139,O,6,MED,Unknown,1,7,6,1,0,LMI,060425,1110.0,1.0,4,4.0,1,0,1,17,0.0128700128700128,0.0203800021229168,0.1111111111111111,68618.0,733.1959050158773,N
1140,C,6,Unknown,Unknown,0,2,1,1,0,P06,060670,1105.0,0.0,1,,0,0,0,19,0.0171827456595668,0.0203800021229168,0.0,53494.74710029566,318.0161398664757,N
1141,I,6,Unknown,Unknown,1,9,7,1,0,LTR,060311,1100.0,1.0,1,,0,0,1,22,0.0171827456595668,0.0203800021229168,0.1666666666666666,80812.0,732.6978454158105,N
1142,C,6,Unknown,Unknown,1,4,3,1,0,EML,060560,1070.0,1.0,1,,0,0,1,9,0.0171827456595668,0.0203800021229168,0.1666666666666666,80812.0,732.6978454158105,N
1143,H,6,BUS,Unknown,0,2,1,0,0,CIP,060560,1055.0,1.0,4,,0,0,1,21,0.0157728706624605,0.0203800021229168,0.1666666666666666,80812.0,732.6978454158105,N
1144,C,6,Unknown,Unknown,1,6,5,0,0,PHN,060935,1040.0,1.0,1,,0,2,1,5,0.0171827456595668,0.0203800021229168,0.5,47508.0,751.3709005479527,N
1145,C,6,BUS,PMED,1,7,5,0,1,REC,060935,1300.0,0.0,5,3.0,0,1,1,23,0.0157728706624605,0.0378787878787878,0.5,47508.0,751.3709005479527,N
1146,C,6,Unknown,Unknown,0,2,1,0,0,LDZ,060587,1276.6666666666667,1.0,1,,0,0,0,33,0.0171827456595668,0.0203800021229168,0.0,31768.0,774.1642855616693,N
1147,C,6,BUS,Unknown,0,1,0,0,0,CIP,060587,1253.3333333333333,0.0,1,,0,0,0,23,0.0157728706624605,0.0203800021229168,0.0,51649.0,771.940426561988,N
1148,C,6,Unknown,Unknown,0,2,1,1,0,P06,060587,1230.0,1.0,1,,0,0,0,18,0.0171827456595668,0.0203800021229168,0.0,53494.74710029566,318.0161398664757,N
1149,B,6,Unknown,Unknown,0,2,1,1,0,P06,060588,1206.6666666666667,0.0,1,,0,0,0,19,0.0171827456595668,0.0203800021229168,0.0,53494.74710029566,318.0161398664757,N
1150,N,6,PSY,Unknown,0,2,1,1,0,P06,060950,1183.3333333333333,1.0,1,,0,0,0,18,0.0291878172588832,0.0203800021229168,0.0,51991.0,765.3106444017583,N
1151,H,6,Unknown,Unknown,0,1,1,0,0,SAT,060951,1160.0,0.0,1,1.0,0,0,0,15,0.0171827456595668,0.0203800021229168,0.0,51991.0,765.3106444017583,N
1152,C,6,Unknown,Unknown,0,3,1,0,0,CIP,060590,1190.0,1.0,4,,0,0,0,35,0.0171827456595668,0.0203800021229168,0.1052631578947368,53494.74710029566,318.0161398664757,N
1153,C,6,Unknown,Unknown,1,6,5,1,0,P06,060144,1220.0,1.0,1,3.0,0,0,1,19,0.0171827456595668,0.0203800021229168,0.2,53494.74710029566,731.2886236707501,N
1154,H,6,Unknown,Unknown,0,4,2,2,0,PCM,060145,1140.0,1.0,1,3.0,0,1,1,17,0.0171827456595668,0.0203800021229168,0.0,53494.74710029566,727.5025283025619,N
1155,C,8,Unknown,Unknown,1,6,6,0,1,SAT,060704,1210.0,1.0,1,,0,1,1,11,0.0171827456595668,0.0203800021229168,0.25,49026.0,752.9704479754153,N
1156,C,6,Unknown,Unknown,1,5,3,2,0,PRC,060150,1370.0,0.0,1,,0,1,1,18,0.0171827456595668,0.0203800021229168,1.0,33712.0,707.6932467663592,N
1157,C,6,ENG,PSY,1,3,2,0,1,HSV,060266,1370.0,1.0,1,,0,0,1,23,0.0176991150442477,0.0176366843033509,0.0526315789473684,43417.0,680.8247597512998,N
1158,H,6,Unknown,Unknown,1,5,4,0,0,RFS,061475,940.0,1.0,1,,0,0,1,24,0.0171827456595668,0.0203800021229168,0.25,58523.0,699.3730098424458,N
1159,C,8,HRM,MKT,1,7,6,1,0,SAT,060269,1230.0,1.0,1,3.0,0,0,1,11,0.2,0.056338028169014,0.1333333333333333,76141.0,676.8938589304008,N
1160,N,6,ENV,Unknown,0,3,1,2,0,P06,060294,1270.0,1.0,1,,0,0,1,19,0.0,0.0203800021229168,0.0,55692.0,673.2884476283035,N
1161,N,6,Unknown,Unknown,0,2,2,0,0,SAT,060287,1310.0,1.0,1,1.0,0,0,0,17,0.0171827456595668,0.0203800021229168,0.0769230769230769,68678.0,675.1902746857227,N
1162,C,6,ATH,BUAD,1,3,3,0,0,LMI,060287,1140.0,1.0,1,3.0,0,0,1,10,0.032258064516129,0.044776119402985,0.0769230769230769,68678.0,675.1902746857227,N
1163,C,6,FRS,Unknown,1,7,6,1,1,ACT,060316,1210.0,1.0,5,3.0,0,0,1,17,0.1666666666666666,0.0203800021229168,0.1,85616.0,682.549071026735,N
1164,C,6,PLAW,Unknown,1,10,10,0,0,ACT,060288,1140.0,0.0,5,3.0,0,0,1,16,0.0261437908496732,0.0203800021229168,0.0526315789473684,60878.0,669.95087544651,N
1165,C,6,Unknown,Unknown,0,3,2,0,0,LDZ,061190,1173.3333333333333,0.0,1,,0,0,1,33,0.0171827456595668,0.0203800021229168,0.0,28443.0,633.8334620115543,N
1166,H,6,CSI,MED,0,1,0,1,0,N08,061195,1206.6666666666667,1.0,1,,0,0,0,31,0.0020120724346076,0.0121334681496461,0.0,37071.0,635.3294507304206,N
1167,C,6,HIS,ARCH,1,4,4,0,1,LMI,061207,1240.0,0.0,1,,0,0,1,12,0.0238095238095238,0.0104166666666666,0.25,37071.0,635.3294507304206,N
1168,C,6,ARCH,PHA,0,1,0,1,0,N08,061205,1225.7142857142858,0.0,1,,0,0,0,31,0.008955223880597,0.0,0.0,42908.0,630.2778428095579,N
1169,C,6,ART,Unknown,0,1,0,1,0,N08,061377,1211.428571428571,0.0,1,,0,0,1,31,0.005736137667304,0.0203800021229168,0.0,28325.0,577.8986277130284,N
1170,C,6,Unknown,Unknown,0,2,1,0,0,LDZ,060030,1197.142857142857,1.0,1,,0,0,0,33,0.0171827456595668,0.0203800021229168,0.0,21970.0,644.3321599253594,N
1171,H,6,Unknown,Unknown,0,3,2,0,0,LDZ,060030,1182.857142857143,1.0,1,,0,0,1,34,0.0171827456595668,0.0203800021229168,0.0,21970.0,644.3321599253594,N
1172,C,6,Unknown,Unknown,0,1,1,0,0,PHN,060475,1168.571428571429,1.0,1,,0,0,0,19,0.0171827456595668,0.0203800021229168,0.0,40475.0,735.366600555081,N
1173,N,6,Unknown,Unknown,0,2,2,0,0,EML,447290,1154.2857142857142,1.0,1,,0,0,1,22,0.0171827456595668,0.0203800021229168,0.0376516305204012,30736.0,800.4494136819974,N
1174,A,6,BIO,Unknown,1,9,9,0,0,EML,060080,1140.0,1.0,1,3.0,1,0,1,13,0.0199692780337941,0.0203800021229168,1.0,59010.0,788.099908488494,N
1175,C,4,Unknown,Unknown,1,4,4,0,0,ACT,510060,1070.0,1.0,1,,0,0,1,10,0.0171827456595668,0.0203800021229168,0.2,40675.0,941.9846400095132,N
1176,N,4,Unknown,Unknown,0,1,0,1,0,CWY,447290,1140.0,1.0,1,,0,0,1,7,0.0171827456595668,0.0203800021229168,0.0376516305204012,53494.74710029566,1157.3590154987137,N
1177,C,6,PT,Unknown,1,7,6,1,0,ACT,450070,1210.0,1.0,5,4.0,0,1,1,21,0.0195121951219512,0.0203800021229168,1.0,46167.0,1065.7470705853796,N
1178,C,6,Unknown,Unknown,0,1,0,1,0,PRC,447290,1248.0,0.0,1,,0,0,0,19,0.0171827456595668,0.0203800021229168,0.0376516305204012,44928.0,1022.8367992400432,N
1179,O,5,FIN,Unknown,0,1,0,0,0,CIP,030320,1286.0,0.0,4,,0,0,0,11,0.0697674418604651,0.0203800021229168,0.0,36150.0,889.8327456417258,N
1180,C,5,SCI,PS,0,2,1,1,0,CWY,447290,1324.0,1.0,1,,0,0,1,13,0.0030674846625766,0.0,0.0376516305204012,41238.0,884.0488284608241,N
1181,N,5,MED,Unknown,0,1,0,1,0,P04,447290,1362.0,0.0,1,,0,0,1,30,0.0128700128700128,0.0203800021229168,0.0376516305204012,40915.0,888.4529992972954,N
1182,C,5,SLT,FIN,1,12,8,2,0,CIP,030425,1400.0,1.0,4,,1,0,1,28,0.1666666666666666,0.0689655172413793,0.2,36731.0,890.6059112989989,N
1183,C,8,EDU,Unknown,1,8,5,0,0,HSV,030305,1030.0,1.0,5,,0,0,1,34,0.0100334448160535,0.0203800021229168,0.15,65427.0,885.8619110819857,N
1184,C,5,Unknown,Unknown,0,2,1,1,0,P06,030283,1120.0,1.0,1,,0,0,0,19,0.0171827456595668,0.0203800021229168,0.0,53494.74710029566,318.0161398664757,N
1185,A,5,Unknown,Unknown,1,2,2,0,0,LMI,030277,1210.0,1.0,1,,0,0,1,7,0.0171827456595668,0.0203800021229168,1.0,49101.0,899.6521178231721,N
1186,C,5,Unknown,Unknown,0,2,1,0,0,NHI,030223,1255.0,1.0,1,,0,0,0,11,0.0171827456595668,0.0203800021229168,0.0,53494.74710029566,874.0895796745091,N
1187,C,5,NUTR,Unknown,0,8,6,0,0,LMI,030431,1300.0,1.0,5,4.0,1,1,1,22,0.0,0.0203800021229168,0.0952380952380952,64798.0,879.9031664702737,N
1188,A,5,Unknown,Unknown,1,2,2,0,0,SAT,030157,1190.0,0.0,1,3.0,0,0,1,11,0.0171827456595668,0.0203800021229168,0.1428571428571428,68618.0,872.9018273551593,N
1189,N,5,PT,BIO,0,1,0,1,0,P04,447290,1150.0,1.0,1,,0,0,1,30,0.0195121951219512,0.066420664206642,0.0376516305204012,71653.0,866.8703530774957,N
1190,C,8,BUS,MED,1,8,5,2,1,N07,030305,1110.0,1.0,5,,0,1,1,31,0.0157728706624605,0.0121334681496461,0.15,73758.0,882.9428871319534,N
1191,C,5,PMED,Unknown,1,9,6,1,0,P06,030397,1470.0,1.0,5,3.0,0,0,1,19,0.0533088235294117,0.0203800021229168,0.0952380952380952,73758.0,882.9428871319534,N
1192,C,8,Unknown,Unknown,1,7,5,0,0,CIP,030305,1070.0,1.0,5,4.0,0,0,1,47,0.0171827456595668,0.0203800021229168,0.15,53494.74710029566,318.0161398664757,N
1193,C,5,Unknown,Unknown,1,5,3,1,0,SAT,030396,1150.0,0.0,1,,0,0,1,16,0.0171827456595668,0.0203800021229168,0.0833333333333333,67419.0,879.0959802394635,N
1194,A,5,Unknown,Unknown,1,7,5,0,0,HSV,030396,1270.0,1.0,5,4.0,1,0,1,11,0.0171827456595668,0.0203800021229168,0.0833333333333333,86744.0,875.4050684414766,N
1195,C,5,Unknown,Unknown,0,1,0,1,0,P06,030433,1302.5,1.0,1,,0,0,1,18,0.0171827456595668,0.0203800021229168,0.0,53494.74710029566,318.0161398664757,N
1196,C,8,Unknown,Unknown,0,2,1,1,0,P06,030047,1335.0,0.0,1,,0,0,0,19,0.0171827456595668,0.0203800021229168,0.0,53494.74710029566,318.0161398664757,N
1197,C,5,FSC,Unknown,0,2,1,0,0,LMI,030431,1367.5,1.0,4,1.0,0,1,1,11,0.1004784688995215,0.0203800021229168,0.0952380952380952,89396.0,879.9044870062388,N
1198,A,5,MED,Unknown,1,10,8,1,0,P04,030431,1400.0,1.0,1,3.0,1,0,1,30,0.0128700128700128,0.0203800021229168,0.0952380952380952,89396.0,879.9044870062388,N
